,title,description,image
52,The World at War,"A groundbreaking 26-part documentary series narrated by the actor Laurence Olivier about the deadliest conflict in history, World War II.",https://m.media-amazon.com/images/M/MV5BZTIwOWEyMjctMjQwNS00ODZiLThmMWEtYWQ1OWFiYzQ2OWYwXkEyXkFqcGdeQXVyNjAwNDUxODI@.jpg
54,House of Hammer,The definitive inside story of the rise and fall of the notorious Hammer family.,https://m.media-amazon.com/images/M/MV5BN2QxZmViYTQtYmExOS00M2YxLWE5NjctMDFiOWJkOTMwZDUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
57,Roman Empire,Chronicles some of the most famous leaders of the Roman Civilization.,https://m.media-amazon.com/images/M/MV5BY2UxYmY0NDktYTk2Mi00ZjI4LWJhYTAtYTEzMzYyNGU3ZTEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjMyMTk1OQ@@.jpg
59,Harry Potter 20th Anniversary: Return to Hogwarts,"Cast members from all ""Harry Potter"" films reunite in a retrospective special to celebrate the anniversary of the first film, including interviews and cast conversations.",https://m.media-amazon.com/images/M/MV5BNTZkNWEyZTgtYzJlOS00OWNiLTgwZjMtZGU5NTRhNDNjOTRhXkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg
65,Ancient Aliens,Science and mythology - and how they are the same thing.,https://m.media-amazon.com/images/M/MV5BMGY1ZTdmMWItNjI1MS00MTUwLTkwNTgtYTFiMGVjOTBmMDMyXkEyXkFqcGdeQXVyNzM3MjY2MjU@.jpg
66,Frozen Planet II,"Following life in the frozen regions of the planet, including polar bears, Siberian tigers, snow monkeys, and penguins.",https://m.media-amazon.com/images/M/MV5BOTA2YTY2M2QtMGZjZi00MWY0LTg3YTgtNmUwNzQ0ZjQyY2IzXkEyXkFqcGdeQXVyMTUzOTcyODA5.jpg
67,Girl in the Picture,A young mother's mysterious death and her son's subsequent kidnapping blow open a decades-long mystery about the woman's true identity and the murderous federal fugitive at the center of it all.,https://m.media-amazon.com/images/M/MV5BZmNmM2ZmOWUtMThlMS00OTFiLWEyZjAtMjJmOWFjZDJlODg4XkEyXkFqcGdeQXVyMTQyOTAzNTU5.jpg
68,Stutz,Follow Hill and his therapist as he has candid discussions of mental health and the progressively worsening anxiety attacks related to movie promotion that have turned his dream job into a nightmare.,https://m.media-amazon.com/images/M/MV5BYzUzNzQyYWYtY2RjYy00MmFiLTg1MjAtZjk3OGMzNTMxNTMyXkEyXkFqcGdeQXVyMTE5NTM5NTU5.jpg
69,Hot Girls Wanted,A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.,https://m.media-amazon.com/images/M/MV5BZmNkNjM2N2ItN2Y0Ni00Yjg5LTgxODAtNTBhYjdiZDA4N2MzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
71,Dateline NBC,Long-running news-magazine/investigation series.,https://m.media-amazon.com/images/M/MV5BMWE1YWEzMTgtNDg3MS00YmMzLThkNDItOWE3YjkzZDA5MmJkXkEyXkFqcGdeQXVyODg3NDc1OTE@.jpg
74,Mama's Boy,Centers around the upbringing of Academy Award-winning screenwriter Dustin Lance Black and how his close relationship with his mother led to and inspired his activism.,https://m.media-amazon.com/images/M/MV5BYmU5OWZlYjAtNDFlNC00OTZlLWE1YzItZmYzMmQzMjFmMWZkXkEyXkFqcGdeQXVyNjEwNTM2Mzc@.jpg
76,The Social Dilemma,"Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",https://m.media-amazon.com/images/M/MV5BNDVhMGNhYjEtMDkwZi00NmQ5LWFkODktYzhiYjY2NTZmYTNhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
77,Free Solo,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
78,Island of the Sea Wolves,"Where the Pacific meets the wilderness of Canada lies a mysterious island. But peer a little deeper and we find something even more remarkable: a community full of charismatic animal residents, waiting to show you around.",https://m.media-amazon.com/images/M/MV5BNmJlZDdmNWEtMWMzMS00MzU2LTlkZTItYjBjNTM1ZjkyYWE4XkEyXkFqcGdeQXVyMTQyMTMwOTk0.jpg
79,The 101 Scariest Horror Movie Moments of All Time,"Master filmmakers and genre experts celebrate and dissect the most terrifying moments of the greatest horror films ever made, exploring how these scenes were created and why they burned themselves into the brains of audiences around the world.::Anonymous",https://m.media-amazon.com/images/M/MV5BNjQ5NjAyODYtOTViOC00NDU0LTk1NWYtN2VjMjZhYTEzN2M4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
81,Conversations with a Killer: The John Wayne Gacy Tapes,Never-before-heard audio from the interrogation of serial killer John Wayne Gacy threads through this chilling look at his 1970s murder spree.,https://m.media-amazon.com/images/M/MV5BMzZhMDM4ZDktMTJiYi00NTBmLWJlYzktY2ZkOTQzN2YyY2E2XkEyXkFqcGdeQXVyNzQwOTQ1MzM@.jpg
85,Flee,"FLEE tells the extraordinary true story of a man, Amin, on the verge of marriage which compels him to reveal his hidden past for the first time.",https://m.media-amazon.com/images/M/MV5BMTBmYzU0NWQtMmE3NC00MTEyLWJlMDktOGIzYTlmZjJlNDZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg
87,The Fastest Woman on Earth,"Filmed over more than seven years beginning in 2013, the film chronicles the extraordinary life of professional racer and TV personality Jessi Combs.",https://m.media-amazon.com/images/M/MV5BYTBkZjJjNTUtZjE5OC00YWVjLThjOWMtYjEwYjEwYmUwYTdkXkEyXkFqcGdeQXVyNjUxMjc1OTM@.jpg
90,All That Breathes,"Amidst the darkening backdrop of Delhi's apocalyptic air and escalating violence, two brothers devote their lives to protect one casualty of the turbulent times: the bird known as the Black Kite.",https://m.media-amazon.com/images/M/MV5BYWIzZDIxOTUtOGFjOC00MDEyLWJhN2UtZDAzMDFiNTQ5MDkwXkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg
91,Human Playground,"This docuseries explores the origins and evolution of play across the globe, from age-old rituals to billion-dollar businesses.",https://m.media-amazon.com/images/M/MV5BZGZmOTM3YjYtYjkwMy00NmNkLWFlNmUtNmMwNTA1YmQyOWRiXkEyXkFqcGdeQXVyNDg0NjMwNDY@.jpg
93,The Hocus Pocus 25th Anniversary Halloween Bash,"Fans, cast members, and celebrities alike gather at Hollywood Forever Cemetery to commemorate the 25th Anniversary of Disney's Hocus Pocus and its long-lasting impact.",https://m.media-amazon.com/images/M/MV5BNWE4Yjk0ZDEtODkzMi00YjY5LWIyNTYtOTk2M2Y2ZDRjNjI0XkEyXkFqcGdeQXVyMDMwODkzNg@@.jpg
94,Sins of Our Mother,"When Lori Vallow's kids vanished, the search for them unearthed a trail of suspicious deaths, a new husband who shared her doomsday views - and murder.",https://m.media-amazon.com/images/M/MV5BY2NiYWRlZTAtZjgwZS00OTgyLWFlNzktNzk4ZmJiYzBiMmVhXkEyXkFqcGdeQXVyMjAwNzczNTU@.jpg
95,Let There Be Drums!,"""Let There Be Drums!"" examines the personal struggles that so many musicians and their families have faced, the nature of how music passes from generation to generation, and the essential role that drumming plays in human life.",https://m.media-amazon.com/images/M/MV5BNWI5OTUyNzItZjJiOS00ODU3LWE2MGUtMDMyY2VkMmE3MTVjXkEyXkFqcGdeQXVyMjIxODk1OTQ@.jpg
96,Faces of Death,"A collection of death scenes, ranging from TV material to homemade super 8 movies.",https://m.media-amazon.com/images/M/MV5BMDMxYmMyMjMtMzIyZi00ZGFmLWE3MTYtNWM3MDM4OGRmYjQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
97,All the Beauty and the Bloodshed,"Following the life of artist Nan Goldin and the downfall of the Sackler family, the pharmaceutical dynasty who was greatly responsible for the opioid epidemic's unfathomable death toll.",https://m.media-amazon.com/images/M/MV5BYzQ5OWRhMjktN2ZhOS00OTMzLWE1ZWItMjMxMGY2MWFiMzBhXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1.jpg
98,The Elon Musk Show,"Centers on Elon Musk, portraying interviews with family members, close friends and business associates. Focusing on key moments in Musk's career from tech start-ups to the present day.",https://m.media-amazon.com/images/M/MV5BZjg3YWIzMzYtMzgzMi00Y2QwLWJiYzgtZWExOTRmZjZlYWEwXkEyXkFqcGdeQXVyMDA0MTI5OQ@@.jpg
99,The Staircase,"Tells the story of Michael Peterson, a crime novelist accused of killing his wife Kathleen after she is found dead at the bottom of a staircase in their home, and the 16-year judicial battle that followed.",https://m.media-amazon.com/images/M/MV5BMTNkNGYyMTYtZjQ3NC00YWRkLWFjMzctOWIzMjg1OTZlMzVmXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg
104,Queer for Fear: The History of Queer Horror,"A documentary telling the story of LGBTQIA+ horror and the relationship between queer audiences and horror, and the queer horror community as a whole.",https://m.media-amazon.com/images/M/MV5BNWI4ZDgzMWYtMWMyMy00ODlmLThjYTgtYWQ5ZGFkNjE3NWZmXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg
107,The Repair Shop,"Some of Britain's most skilled restoration experts breathe new life into much-cherished family heirlooms that are dropped off by members of the public, who reveal the personal stories behind the items.",https://m.media-amazon.com/images/M/MV5BMmE2NzA4ZjUtN2FlOC00OGY5LTljMjItM2U2YzkzNzJkYTc5XkEyXkFqcGdeQXVyMTMxODA5ODYx.jpg
108,Indian Predator: The Butcher of Delhi,"Uncovering the details of gruesome killings, people who were at the epicentre talk about what went down.",https://m.media-amazon.com/images/M/MV5BODA0OGNlOTAtMTM4OS00ZjExLWE3MzktODllMjdlZDMxZmQwXkEyXkFqcGdeQXVyMTQyMTMwOTk0.jpg
110,The Tinder Swindler,"Posing as a wealthy, jet-setting diamond mogul, he wooed women online, then conned them out of millions of dollars. Now some victims plan for payback.",https://m.media-amazon.com/images/M/MV5BMTkwMTg2YWYtOGU5MS00YTdhLTg4N2QtYzcyZDE0MTlmNDU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
111,Sex Life,Voyeuristic documentary series about titillating sexual and erotic experiences.,https://m.media-amazon.com/images/M/MV5BN2RmOWFlNDktOTA1Yy00NGJjLWI1NDctZWM3ZTZmNWNhOTY1XkEyXkFqcGdeQXVyMTAwMzM3NDI3.jpg
113,The Automat,Documentary centers on the vending machine popularized in the 20th century that offered fresh cooked meals in a commissary-style eatery.,https://m.media-amazon.com/images/M/MV5BMTk1NDUyMmMtNzhmOS00ZDhmLTg2ZDktOTFlM2QxZWFhMTZkXkEyXkFqcGdeQXVyNTk0MTA2NDU@.jpg
114,Porn to Be Free,"Porno & libertà is a film documentary about the generation who fought against puritanism and censorship to defend freedom of speech and sexual freedom. From Italy, Denmark and France through to California, the film follows a group of rebels who started a battle against censorship through pornography. Together they shook the church, the politics and the institutions. Through uncensored exclusive footage and archive material, the film explores the story and the fights of a group of pioneers: from film director and porn pioneer, Lasse Braun, to Riccardo Schicchi, master of transgression such as the election of porn star Cicciolina in the Italian Parliament. The documentary features numerous other protagonists such as feminist porn director Giuliana Gamba, author Lidia Ravera and a short animation by Charlie Hebdo's veteran Siné. Through their utopia and shocking dreams, they made the world a freer place and paved the way for forward-thinking debates today, such as neo-feminism, or the LGBT rights movement.::carmine amoroso",https://m.media-amazon.com/images/M/MV5BMjI4YTU0NzktMGY0Mi00YjkyLTkxNWUtZjZiMDFkNzk5NDhhXkEyXkFqcGdeQXVyMjI5OTU1MjM@.jpg
115,Playboy Wet & Wild: The Locker Room,"Let Playboy take you where you've never gone before with this daring look at what really goes on inside the ladies' locker room. It's where the girls are - and you, too - as ten Playmates star in sexy adventures drenched with fun.",https://m.media-amazon.com/images/M/MV5BM2IwZmY2YWItYWU4Ni00NGUxLWFkZTgtZjQwZmRlZWZiOGU5XkEyXkFqcGdeQXVyMTIzMzU0Mjgx.jpg
117,Save Our Squad,"Follows Beckham returning to the East London football pitches where he played as a child. He will mentor a young grassroots side, struggling to survive in the league.",https://m.media-amazon.com/images/M/MV5BZmFjOTY0NTktZWVlOC00MWQ2LTg5MDktZDI1NjcwYjIxNTE2XkEyXkFqcGdeQXVyMjAwNzczNTU@.jpg
120,How to with John Wilson,An anxious New Yorker who attempts to give everyday advice while dealing with his own personal issues.,https://m.media-amazon.com/images/M/MV5BN2I1ZmVlZmItYmQ4My00ZWQxLTljYjgtMWU3MjRiNjFkZWZiXkEyXkFqcGdeQXVyNjYyMjE4NDY@.jpg
122,Facing Nolan,"In the world of Major League Baseball no one has created a mythology like Nolan Ryan. Told from the point of view of the hitters who faced him and the teammates who revered him, Facing Nolan is the definitive documentary of a Texas legend.",https://m.media-amazon.com/images/M/MV5BYzQzZTRiNjYtNjY1MC00ZTk5LWFkZTEtNTc2M2MyZjg4ZDViXkEyXkFqcGdeQXVyMTUzOTY0MzUy.jpg
123,Kingdom of Dreams,A French entrepreneur uses young punk talent to reinvigorate fading fashion couture houses and become the richest man in the world. What could possibly go wrong?,https://m.media-amazon.com/images/M/MV5BYjNkZDdjZmYtZDJkOS00YmYwLWI3ODItZmQ2ZDRmOTFlNjEwXkEyXkFqcGdeQXVyNTAwMjA2ODk@.jpg
127,The Jinx: The Life and Deaths of Robert Durst,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",https://m.media-amazon.com/images/M/MV5BMjI0OTc3MzY5Ml5BMl5BanBnXkFtZTgwNjk3MDUyNDE@.jpg
130,Conversations with a Killer: The Ted Bundy Tapes,"A look inside the mind of serial killer Ted Bundy, featuring interviews with him on death row.",https://m.media-amazon.com/images/M/MV5BMTI0NGQ3YTAtNmI1Yi00ODM4LWFhODAtMTU3MjM3ZTI4NGFkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg
131,Mirroring Michael Jackson,"A documentary film honoring the King of Pop showcasing how Michael Jackson's groundbreaking musical legacy has influenced performers of the past, present and future.",https://m.media-amazon.com/images/M/MV5BOTlkNzdhZjYtMjI4MS00OWM2LWFlMGEtZDk0MDNmZjRjNGY4XkEyXkFqcGdeQXVyMTk0MTk3MTc@.jpg
132,Gabriel Iglesias: Stadium Fluffy,"Features Gabriel ""Fluffy"" Iglesias as he talks about growing up in Los Angeles, an attempt at extortion towards him, and where he holds the record for receiving the highest fine on stage.",https://m.media-amazon.com/images/M/MV5BYjI3NmE4YmItNjkyMC00MTQzLTg3N2QtZWVjYTA2ZTdkMzZhXkEyXkFqcGdeQXVyMTA3MTI2ODc5.jpg
135,"I Love You, You Hate Me","Follow Barney the dinosaur's furious reaction and what he says about the human need to hate. Something in American society was broken and never came back, or is it just who we were all along?",https://m.media-amazon.com/images/M/MV5BZjAyYTA0YjEtNTNmMy00MTNmLWEyNTktZjYwNTEyZjc5NTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
136,Inside Job,"For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.",https://m.media-amazon.com/images/M/MV5BZTg5YjE1YzktYjRmZC00Y2VjLThiMDItOTcwODRhMjRjZDQ1XkEyXkFqcGdeQXVyMTEzMTI1Mjk3.jpg
137,The Act of Killing,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",https://m.media-amazon.com/images/M/MV5BNmZjMDgyMDgtYWI4OS00YjZkLWEyODktNzE0MmViOTFjMDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg
139,Russia 1985-1999: TraumaZone,What it felt like to live through the collapse of communism and democracy.,https://m.media-amazon.com/images/M/MV5BZTUyZDRlY2QtZmVmMS00ZWQ4LWIyNWEtYmY1NWU1MGYwYjE0XkEyXkFqcGdeQXVyNjc5NjEzNA@@.jpg
141,The Secret,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.,https://m.media-amazon.com/images/M/MV5BNGQxOTg2ZTgtMTU4MS00MDI2LTgxZjYtNzg0ODI4YzNhYTE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
143,Carlos Ghosn: The Last Flight,"In December 2019, Carlos Ghosn, the former CEO of the Renault-Nissan Alliance charged with financial crimes, stunned the world by fleeing Japan in a Hollywood-worthy escape. What triggered his downfall from celebrated industry leader to international fugitive? Ghosn claims he fell victim to a conspiracy involving Nissan executives and members of the Japanese government. Yet the charges against him are hard to ignore. This documentary sheds light on this complex and multilayered story and divulges new details on his spectacular escape through interviews, archival footage and exclusive access to Carlos Ghosn and his wife Carole.",https://m.media-amazon.com/images/M/MV5BMGU3YjY2YzctODFmZi00YTgzLWFkODEtMDUzNzhiOTJlMjUyXkEyXkFqcGdeQXVyMTA4Nzg5ODI0.jpg
147,Marvel Studios: Assembled,"Assembled is a comprehensive documentary series that chronicles the creation of Marvel Studios' thrilling new shows and theatrical releases. Assembled is an immersive, and in-depth examination of the next phase of the MCU.",https://m.media-amazon.com/images/M/MV5BNWMyNWYyMmYtZjNiZi00MzFmLTg2MjYtYWEzZWY1MzBhY2I2XkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg
153,Grey Gardens,"Meet a mother and daughter, high-society dropouts, reclusive cousins of Jackie O., managing to thrive together amid the decay and disorder of their East Hampton, NY, mansion, making for an eerily ramshackle echo of the American Camelot.",https://m.media-amazon.com/images/M/MV5BNjQ0YzYwMzUtZjc5NS00OGQ3LWJjMmUtYmY5N2M3ZTA0NTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
155,30 for 30,A collection of documentary films focused on sports.,https://m.media-amazon.com/images/M/MV5BOGE5YTUyMDctNmRlMS00ZDYzLTg4YTEtZGM1YzQ3ODY1YWYwXkEyXkFqcGdeQXVyMTgyNDc3NzE@.jpg
160,Chef's Table,"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.",https://m.media-amazon.com/images/M/MV5BMjE3MDQ2OTYyN15BMl5BanBnXkFtZTgwNjQ0Nzg0NzM@.jpg
163,Navalny,Follows the man who survived an assassination attempt by poisoning with a lethal nerve agent in August 2020. During his months-long recovery he makes shocking discoveries about the attempt on his life and decides to return home.,https://m.media-amazon.com/images/M/MV5BZDcxZjVlYTMtNDRmYi00M2YyLTg2NjItNmZmMmVjYzgxNmRmXkEyXkFqcGdeQXVyNzI5MDE3MQ@@.jpg
166,Wild Wild Country,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal.",https://m.media-amazon.com/images/M/MV5BNmYzY2I2MGQtYWRkMi00YzMzLWFhMjktZDJlOWE2ZmExYzY2XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
167,Jerry Lee Lewis: Trouble in Mind,"An electrifying glimpse into the complex life and thrilling, unparalleled performances of rock and roll's first and wildest practitioner: Jerry Lee Lewis.",https://m.media-amazon.com/images/M/MV5BMDM0NTNmNDktMzAzZi00NDJhLWE0ZGEtNjk3ZmEzZTcwOGEyXkEyXkFqcGdeQXVyNTc2ODM0NjI@.jpg
168,FIFA Uncovered,"From power struggles to global politics, an exploration of FIFA reveals the organization's checkered history and what it takes to host a World Cup.",https://m.media-amazon.com/images/M/MV5BODYwYTEwMGUtZjJiNS00YjllLTg1MDktNTIyODAyZTNhNjgwXkEyXkFqcGdeQXVyMTU3MzE1NTYy.jpg
169,Legacy: The True Story of the LA Lakers,Docuseries chronicles the history of the storied Los Angeles Lakers NBA franchise.,https://m.media-amazon.com/images/M/MV5BZGM2ZmJiNzAtZDQxYi00YTY2LWJjODctNDA5NzVhZWM1ZGQzXkEyXkFqcGdeQXVyMTM1MTE1NDMx.jpg
