title,description,image,genre,image_name,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film noir,history,horror,music,musical,mystery,romance,sci-fi,short film,sport,superhero,thriller,war,western
1984,in a totalitarian future society a man whose daily work is rewriting history tries to rebel by falling in love,https://m.media-amazon.com/images/M/MV5BMWFkNzIzNDUtNWI1Mi00ODA2LTgyMTMtYTZiYWMxMDFlNmNhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,['sci-fi'],scifi_21.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1UP,follows a gamer who quits her college esports team due to sexism from her male counterparts,https://m.media-amazon.com/images/M/MV5BZjZmZWExZjUtZWEzMy00ZTkyLWIzNjAtNTc0ZTJiMmRlOTE5XkEyXkFqcGdeQXVyMTEwMTQ0Njk3.jpg,['sport'],sport_22.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20/20,abcs original hourlong news magazine,https://m.media-amazon.com/images/M/MV5BNjdlYzc3YzEtNDMxYS00Zjk2LThiYjUtZWY0NmViMzhiZjc5XkEyXkFqcGdeQXVyMzI4MTk3MTY@.jpg,['documentary'],documentary_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200 Pounds Beauty,a talented but obese girl who ghostsings for a notsotalented pop star undergoes extensive plastic surgery to become a slender beauty with a new identity,https://m.media-amazon.com/images/M/MV5BZTU4MDY4NGEtNGNjMC00ZGJkLWI0NGYtYzFhZTgxYjc2OGYwXkEyXkFqcGdeQXVyNTMyMDkwMTE@.jpg,['music'],music_24.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,a frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind,https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@.jpg,"['action', 'adventure']",action adventure_25.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036: Nexus Dawn,niander wallace demonstrates the merits of a new type of nexus to the lapd,https://m.media-amazon.com/images/M/MV5BMGYzMzhmODgtMjFlYy00MzUwLTlhNzctMzkxNTQzYzY0YzFlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,['short film'],short film_26.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20th Century Girl,in 1999 a teen with a heart of gold begins keeping close tabs on a popular classmate as a favor to her smitten best friend,https://m.media-amazon.com/images/M/MV5BZDEwZDVkMGEtZjZmYi00YTJmLWFjODMtNWU5M2RkMTkzMWIwXkEyXkFqcGdeQXVyMTEzMTI1Mjk3.jpg,"['drama', 'romance']",drama romance_27.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21 is the factbased story about six mit students who were trained to become experts in card counting and subsequently took vegas casinos for millions in winnings,https://m.media-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@.jpg,"['crime', 'history']",crime history_28.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Jump Street,the cases of an undercover police unit composed of younglooking officers specializing in youth crime,https://m.media-amazon.com/images/M/MV5BNzNiODUyYTQtNDg1Ni00OGQ5LWI5YWMtYWFhMTI1MjYyNmJjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg,['crime'],crime_29.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 July,a threepart story of norways worst terrorist attack in which over seventy people were killed 22 july looks at the disaster itself the survivors norways political system and the lawyers who worked on this horrific case,https://m.media-amazon.com/images/M/MV5BNGY2MmQ0YTYtNjRjOS00ZjBhLThlMDMtN2FiY2ZjODhmNzU2XkEyXkFqcGdeQXVyOTA5NzQ0MDQ@.jpg,['history'],history_30.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24 Hour Party People,in 1976 tony wilson sets up factory records and brings manchesters music to the world,https://m.media-amazon.com/images/M/MV5BYTcyYzMyZGUtOGExYi00ZTljLWE3NDEtMGQyYTZiNmIzMzRiXkEyXkFqcGdeQXVyNzQ5MzY0NjM@.jpg,"['biography', 'music']",biography music_31.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28 Days Later...,four weeks after a mysterious incurable virus spreads throughout the uk a handful of survivors try to find sanctuary,https://m.media-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,['thriller'],thriller_32.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28 Weeks Later,six months after the rage virus was inflicted on the population of great britain the us army helps to secure a small area of london for the survivors to repopulate and start again but not everything goes according to plan,https://m.media-amazon.com/images/M/MV5BMjA5NjE2NDI0OF5BMl5BanBnXkFtZTgwNzU0NzQyMTI@.jpg,"['action', 'adventure', 'sci-fi']",action adventure scifi_33.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Ninjas,each year three brothers visit their grandfather for the summer he is highly skilled in ninjutsu and for years he has trained the boys in his techniques,https://m.media-amazon.com/images/M/MV5BZTU1OGI2OTktZmQ0Yy00ZmQ0LWI3ZTgtNWNlMzFjYWY1YzAwXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,['sport'],sport_34.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30 for 30,a collection of documentary films focused on sports,https://m.media-amazon.com/images/M/MV5BOGE5YTUyMDctNmRlMS00ZDYzLTg4YTEtZGM1YzQ3ODY1YWYwXkEyXkFqcGdeQXVyMTgyNDc3NzE@.jpg,['documentary'],documentary_35.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,king leonidas of sparta and a force of 300 men fight the persians at thermopylae in 480 bc,https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy.jpg,"['action', 'drama']",action drama_36.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Hours,germans kidnap an american major and try to convince him that world war ii is over so that they can get details about the allied invasion of europe out of him,https://m.media-amazon.com/images/M/MV5BN2ExMGRmNjgtY2RkNy00MDU5LWI5ODctYTYxZGU5MmU3Y2VhXkEyXkFqcGdeQXVyNDgyODgxNjE@.jpg,['war'],war_37.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
365 Days,massimo is a member of the sicilian mafia family and laura is a sales director she does not expect that on a trip to sicily trying to save her relationship massimo will kidnap her and give her 365 days to fall in love with him,https://m.media-amazon.com/images/M/MV5BMDdhYzNkOWQtYWNlNi00NDdjLWJlZDMtMjJjZDYyNjAxM2U1XkEyXkFqcGdeQXVyMTQyMTMwOTk0.jpg,['drama'],drama_38.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:10 to Yuma,a smalltime rancher agrees to hold a captured outlaw whos awaiting a train to go to court in yuma a battle of wills ensues as the outlaw tries to psych out the rancher,https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@.jpg,"['crime', 'western']",crime western_39.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,in 1947 jackie robinson becomes the first africanamerican to play in major league baseball in the modern era when he was signed by the brooklyn dodgers and faces considerable racism in the process,https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@.jpg,"['biography', 'sport']",biography sport_40.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47 Ronin,a band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@.jpg,"['action', 'fantasy']",action fantasy_41.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48 Hours,a hardnosed cop reluctantly teams up with a wisecracking criminal temporarily paroled to him in order to track down a killer,https://m.media-amazon.com/images/M/MV5BYWFkZjNkNmEtMTE5OC00MzA4LThkNWUtOWJlNjUxZGFiYzhmXkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg,['documentary'],documentary_42.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50 First Dates,henry roth is a man afraid of commitment until he meets the beautiful lucy they hit it off and henry think hes finally found the girl of his dreams until discovering she has shortterm memory loss and forgets him the next day,https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3.jpg,"['comedy', 'romance']",comedy romance_43.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500 Days of Summer,after being dumped by the girl he believes to be his soulmate hopeless romantic tom hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back,https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@.jpg,['romance'],romance_44.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,the famous 1970s new york city nightclub seen and told through the eyes of a young employee,https://m.media-amazon.com/images/M/MV5BYTIzNzIxMjEtZDNiZS00Y2E1LTkwOTItZGJjOTMwYzU4YzVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,['music'],music_45.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 Underground,six individuals from all around the globe each the very best at what they do have been chosen not only for their skill but for a unique desire to delete their pasts to change the future,https://m.media-amazon.com/images/M/MV5BNzE2ZjQxNjEtNmI2ZS00ZmU0LTg4M2YtYzVhYmRiYWU0YzI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,['action'],action_46.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60 Minutes,a research chemist comes under personal and professional attack when he decides to appear in a 60 minutes exposé on big tobacco,https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,['documentary'],documentary_47.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 Days in Entebbe,inspired by the true events of the 1976 hijacking of an air france flight en route from tel aviv to paris and the most daring rescue mission ever attempted,https://m.media-amazon.com/images/M/MV5BMjAwNDMzNzg0Nl5BMl5BanBnXkFtZTgwOTkxNjY2NDM@.jpg,['history'],history_48.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711 Ocean Drive,an electronics expert creates a huge bookie broadcast system for his crime boss and takes over operations when his boss is murdered his greed leads him on a deadly destructive path,https://m.media-amazon.com/images/M/MV5BMzE0OWEyNjAtM2QyNS00MDk5LWI1ZGQtNjU0NjVmZjg2OTRmXkEyXkFqcGdeQXVyNTk1MTk0MDI@.jpg,['film noir'],film noir_49.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777 Charlie,dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness a pup named charlie enters his life and gives him a new perspective towards it,https://m.media-amazon.com/images/M/MV5BMDhhMjBlMWYtMDVlMy00ZjM3LTg3MTUtZDg0NjA0YzcxOGY4XkEyXkFqcGdeQXVyMTE0MzY0NjE1.jpg,['adventure'],adventure_50.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Mile,a young rapper struggling with every aspect of his life wants to make it big but his friends and foes make this odyssey of rap harder than it may seem,https://m.media-amazon.com/images/M/MV5BOWI3MDIzZmYtN2Y3MC00YTljLWFiYmYtNWIzMjg1ZWQ1ODlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,['music'],music_51.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Seconds,this movie chronicles the life of lane frost 1987 prca bull riding world champion his marriage and his friendships with tuff hedeman threetime world champion and cody lambert,https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,['sport'],sport_52.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,a rag doll that awakens in a postapocalyptic future holds the key to humanitys salvation,https://m.media-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@.jpg,"['animation', 'fantasy']",animation fantasy_53.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
